ad_id,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,device,keyword
A2080,84,3758,232.56,26,5,0.060,1384.00,2024-06-11,Desktop,Data Analytics Course
A2081,102,4460,182.23,15,6,0.059,1849.00,2024-11-14,Tablet,Data Analytics Online
A2082,122,5518,202.00,27,3,0.025,1884.00,2024-11-11,Tablet,Analytics For Data
A2083,198,5542,234.62,10,10,0.051,1605.00,2024-11-27,Tablet,Data Analytics Online
A2084,152,5678,204.41,22,4,0.026,1794.00,2024-11-20,Desktop,Data Analytics Online
A2085,147,4608,180.04,20,6,0.041,1351.00,2024-11-21,Desktop,Data Analytics Online
A2086,108,5448,230.17,12,10,0.093,1039.00,2024-11-19,Desktop,Data Analytics Course
A2087,137,5261,196.48,23,5,0.036,1227.00,2024-11-26,Tablet,Data Analytics Training
A2089,80,3760,236.82,13,4,0.050,1927.00,2024-11-21,Desktop,Learn Data Analytics
A2090,114,4157,248.56,10,7,0.061,1671.00,2024-11-10,Desktop,Analytics For Data
A2091,123,4580,223.00,15,7,0.057,1614.00,2024-11-18,Mobile,Analytics For Data
A2092,168,4068,233.54,23,5,0.030,1636.00,2024-11-27,Mobile,Analytics For Data
A2093,180,3072,218.47,28,9,0.050,1200.00,2024-06-11,Mobile,Learn Data Analytics
A2094,117,5379,240.68,18,3,0.026,1361.00,2024-11-06,Tablet,Analytics For Data
A2096,140,5859,211.08,26,9,0.064,1276.00,2024-11-15,Desktop,Data Analytics Training
A2097,158,4574,198.90,21,8,0.051,1706.00,2024-04-11,Desktop,Learn Data Analytics
A2098,162,5911,232.03,12,7,0.043,1613.00,2024-09-11,Tablet,Data Analytics Online
A2099,122,3440,206.78,20,3,0.025,1222.00,2024-11-24,Tablet,Data Analytics Online
A2100,89,4319,198.79,23,10,0.112,1980.00,2024-11-16,Mobile,Learn Data Analytics
A2101,119,3956,188.53,20,5,0.042,1311.00,2024-11-15,Tablet,Data Analytics Training
A2102,155,4220,200.81,20,3,0.019,1199.00,2024-11-30,Mobile,Data Analytics Course
A2104,179,4188,231.23,25,9,0.050,1936.00,2024-11-19,Mobile,Data Analytics Online
A2106,101,3401,194.12,27,3,0.030,1721.00,2024-11-11,Mobile,Learn Data Analytics
A2107,110,3382,249.88,17,6,0.055,1327.00,2024-11-22,Mobile,Learn Data Analytics
A2108,179,5366,204.50,20,9,0.050,1510.00,2024-11-22,Tablet,Data Analytics Online
A2109,193,4611,197.28,27,10,0.052,1701.00,2024-11-29,Mobile,Data Analytics Course
A2110,188,4447,234.18,14,8,0.043,1449.00,2024-11-17,Mobile,Analytics For Data
A2112,177,4230,213.46,15,4,0.023,1389.00,2024-11-06,Desktop,Analytics For Data
A2113,152,3729,214.23,22,7,0.046,2000.00,2024-11-20,Tablet,Analytics For Data
A2114,168,4710,214.49,15,9,0.054,1466.00,2024-11-24,Mobile,Data Analytics Training
A2115,171,5332,229.69,11,3,0.018,1685.00,2024-03-11,Mobile,Data Analytics Course
A2116,150,3833,202.55,29,10,0.067,1509.00,2024-10-11,Tablet,Learn Data Analytics
A2120,148,5147,244.42,18,4,0.027,1348.00,2024-11-30,Desktop,Data Analytics Online
A2122,184,3908,240.68,15,7,0.038,1332.00,2024-11-23,Tablet,Analytics For Data
A2123,116,3380,196.75,23,9,0.078,1434.00,2024-11-06,Mobile,Analytics For Data
A2124,152,3948,189.73,17,5,0.033,1851.00,2024-11-26,Mobile,Analytics For Data
A2125,197,3741,210.33,24,9,0.046,1883.00,2024-11-26,Desktop,Data Analytics Course
A2126,115,5836,233.52,21,6,0.052,1301.00,2024-11-08,Mobile,Learn Data Analytics
A2127,192,3381,219.26,28,7,0.036,1377.00,2024-11-15,Mobile,Data Analytics Online
A2128,88,5781,246.82,21,6,0.068,1020.00,2024-11-25,Tablet,Data Analytics Online
A2129,134,4707,239.90,29,8,0.060,1383.00,2024-11-24,Mobile,Learn Data Analytics
A2130,160,5611,216.65,21,10,0.063,1714.00,2024-11-30,Tablet,Learn Data Analytics
A2131,195,3174,218.06,12,7,0.036,1476.00,2024-11-25,Mobile,Data Analytics Online
A2132,142,5076,190.49,22,7,0.049,1509.00,2024-11-20,Mobile,Learn Data Analytics
A2135,115,3963,225.32,22,9,0.078,1622.00,2024-01-11,Desktop,Data Analytics Online
A2136,172,4349,243.53,28,5,0.029,1195.00,2024-11-13,Tablet,Data Analytics Online
A2137,91,5294,245.21,21,7,0.077,1227.00,2024-11-26,Desktop,Data Analytics Online
A2138,166,5381,246.52,21,7,0.042,1579.00,2024-11-09,Desktop,Data Analytics Training
A2139,155,3052,199.46,13,6,0.039,1362.00,2024-11-01,Mobile,Data Analytics Training
A2140,127,4634,218.04,26,7,0.055,1410.00,2024-11-02,Tablet,Learn Data Analytics
A2142,90,5196,192.83,21,8,0.089,1783.00,2024-11-07,Desktop,Data Analytics Course
A2145,157,4093,202.85,27,8,0.051,1370.00,2024-03-11,Mobile,Analytics For Data
A2146,179,4459,181.70,27,5,0.028,1320.00,2024-11-13,Tablet,Data Analytics Online
A2147,165,5937,220.65,23,6,0.036,1576.00,2024-11-04,Mobile,Analytics For Data
A2148,167,4475,231.64,13,5,0.030,1750.00,2024-11-03,Desktop,Data Analytics Online
A2149,126,4212,182.54,29,8,0.063,1066.00,2024-11-19,Mobile,Data Analytics Online
A2150,134,4506,220.09,13,5,0.037,1745.00,2024-11-29,Mobile,Data Analytics Online
A2151,142,3147,190.93,13,5,0.035,1740.00,2024-11-05,Mobile,Learn Data Analytics
A2153,163,5948,184.84,12,3,0.018,1248.00,2024-11-11,Tablet,Data Analytics Training
A2155,97,4674,221.39,15,10,0.103,1332.00,2024-11-07,Tablet,Data Analytics Course
A2156,176,3336,193.72,15,9,0.051,1696.00,2024-12-11,Tablet,Learn Data Analytics
A2157,129,5839,213.72,10,6,0.047,1476.00,2024-11-18,Desktop,Analytics For Data
A2158,178,3943,217.96,29,6,0.034,1037.00,2024-11-15,Mobile,Learn Data Analytics
A2159,111,3787,215.48,15,10,0.090,1660.00,2024-11-14,Tablet,Data Analytics Online
A2160,156,4196,192.96,11,5,0.032,1504.00,2024-11-26,Mobile,Learn Data Analytics
A2162,145,4982,203.33,29,5,0.034,1555.00,2024-11-23,Tablet,Data Analytics Training
A2163,156,5509,185.39,29,4,0.026,1649.00,2024-11-18,Mobile,Data Analytics Online
A2164,127,3797,214.67,20,7,0.055,1735.00,2024-11-13,Desktop,Analytics For Data
A2165,121,5064,246.78,13,9,0.074,1268.00,2024-01-11,Tablet,Data Analytics Online
A2166,98,4217,234.16,17,4,0.041,1556.00,2024-11-11,Tablet,Learn Data Analytics
A2167,156,3315,223.22,14,10,0.064,1581.00,2024-11-20,Mobile,Data Analytics Online
A2169,193,5094,205.53,18,3,0.016,1451.00,2024-11-07,Mobile,Data Analytics Online
A2171,177,5449,190.53,10,5,0.028,1257.00,2024-11-19,Mobile,Data Analytics Course
A2172,175,5732,208.46,25,3,0.017,1579.00,2024-11-11,Tablet,Data Analytics Online
A2173,122,4678,248.70,25,4,0.033,1744.00,2024-11-11,Desktop,Data Analytics Course
A2174,121,4088,223.85,19,3,0.025,1248.00,2024-11-26,Mobile,Data Analytics Online
A2175,125,4528,186.60,10,9,0.072,1167.00,2024-11-06,Desktop,Data Analytics Training
A2176,81,3946,202.95,10,7,0.086,1970.00,2024-11-27,Mobile,Data Analytics Training
A2177,112,4486,249.23,28,3,0.027,1572.00,2024-11-26,Desktop,Analytics For Data
A2178,152,5290,182.01,24,4,0.026,1673.00,2024-05-11,Mobile,Analytics For Data
A2180,111,3978,192.14,19,5,0.045,1500.00,2024-06-11,Desktop,Analytics For Data
A2181,194,4217,187.34,12,10,0.052,1669.00,2024-11-07,Tablet,Data Analytics Training
A2182,150,5907,241.80,25,7,0.047,1430.00,2024-11-11,Desktop,Data Analytics Online
A2183,100,5970,224.79,13,9,0.090,1895.00,2024-11-15,Mobile,Data Analytics Training
A2184,186,5142,236.20,18,4,0.022,1990.00,2024-11-24,Tablet,Data Analytics Online
A2185,130,3715,243.34,12,8,0.062,1482.00,2024-11-01,Desktop,Data Analytics Online
A2186,158,4192,186.25,27,10,0.063,1968.00,2024-06-11,Tablet,Data Analytics Online
A2187,155,5121,248.16,22,8,0.052,1027.00,2024-11-06,Tablet,Data Analytics Online
A2188,190,5984,209.35,14,6,0.032,1964.00,2024-06-11,Desktop,Data Analytics Course
A2189,191,3220,183.33,20,6,0.031,1942.00,2024-11-28,Tablet,Data Analytics Training
A2190,145,5761,202.07,17,3,0.021,1037.00,2024-11-13,Mobile,Data Analytics Online
A2191,102,5683,188.73,28,8,0.078,1623.00,2024-11-16,Tablet,Analytics For Data
A2192,86,5238,217.28,13,3,0.035,1610.00,2024-11-22,Desktop,Data Analytics Online
A2193,115,5116,227.76,24,3,0.026,1748.00,2024-11-15,Desktop,Learn Data Analytics
A2194,83,4476,204.88,27,8,0.096,1359.00,2024-11-02,Tablet,Data Analytics Online
A2195,178,3461,238.96,16,5,0.028,1321.00,2024-11-16,Mobile,Learn Data Analytics
A2196,148,5080,191.92,12,6,0.041,1070.00,2024-11-17,Tablet,Data Analytics Course
A2198,101,5166,203.74,30,5,0.050,1763.00,2024-11-13,Desktop,Data Analytics Training
A2199,113,5642,245.69,19,7,0.062,1366.00,2024-11-20,Mobile,Data Analytics Training
A2200,97,5552,228.97,14,6,0.062,1304.00,2024-11-07,Desktop,Analytics For Data
A2201,155,3662,208.16,23,4,0.026,1913.00,2024-11-27,Desktop,Data Analytics Online
A2202,109,5187,222.69,17,7,0.064,1690.00,2024-11-23,Tablet,Learn Data Analytics
A2203,181,3647,227.37,30,6,0.033,1412.00,2024-11-30,Desktop,Data Analytics Course
A2206,109,5219,215.76,15,3,0.028,1408.00,2024-11-18,Tablet,Learn Data Analytics
A2207,191,3333,187.71,13,5,0.026,1360.00,2024-11-26,Desktop,Learn Data Analytics
A2208,101,4435,222.49,11,10,0.099,1277.00,2024-11-21,Mobile,Data Analytics Training
A2210,164,3856,241.65,27,4,0.024,1786.00,2024-11-21,Desktop,Data Analytics Training
A2211,83,4143,203.11,23,10,0.120,1517.00,2024-11-26,Mobile,Learn Data Analytics
A2212,199,5895,239.59,21,4,0.020,1592.00,2024-11-30,Mobile,Data Analytics Training
A2213,141,4039,205.80,28,6,0.043,1220.00,2024-11-08,Desktop,Data Analytics Online
A2214,131,4773,215.36,26,7,0.053,1363.00,2024-11-08,Tablet,Data Analytics Online
A2216,164,5380,223.15,13,5,0.030,1661.00,2024-11-23,Desktop,Analytics For Data
A2217,149,3323,197.76,23,4,0.027,1181.00,2024-11-17,Mobile,Data Analytics Online
A2218,112,3870,215.05,26,6,0.054,1483.00,2024-11-03,Desktop,Learn Data Analytics
A2219,139,4486,205.46,28,4,0.029,1853.00,2024-11-24,Tablet,Data Analytics Online
A2220,105,3384,240.41,26,8,0.076,1399.00,2024-11-03,Desktop,Data Analytics Online
A2222,127,5947,209.67,27,3,0.024,1155.00,2024-11-28,Desktop,Learn Data Analytics
A2223,133,4286,216.16,18,9,0.068,1839.00,2024-08-11,Desktop,Data Analytics Online
A2224,197,5733,185.09,14,5,0.025,1295.00,2024-11-05,Tablet,Data Analytics Training
A2225,125,5103,221.93,30,7,0.056,1398.00,2024-08-11,Tablet,Analytics For Data
A2226,147,5228,210.94,12,9,0.061,1784.00,2024-11-28,Desktop,Data Analytics Training
A2227,153,3666,198.40,16,4,0.026,1820.00,2024-11-20,Mobile,Learn Data Analytics
A2228,196,3440,212.98,15,5,0.026,1539.00,2024-11-26,Tablet,Learn Data Analytics
A2229,87,3031,234.25,17,7,0.080,1167.00,2024-11-05,Desktop,Data Analytics Online
A2230,151,5957,188.22,15,8,0.053,1468.00,2024-11-25,Tablet,Analytics For Data
A2231,93,4689,197.54,15,4,0.043,1073.00,2024-11-25,Mobile,Data Analytics Online
A2232,145,3085,194.96,26,5,0.034,1673.00,2024-11-24,Desktop,Data Analytics Online
A2233,128,3341,185.57,25,5,0.039,1516.00,2024-11-20,Tablet,Data Analytics Online
A2234,134,5521,243.57,15,3,0.022,1658.00,2024-11-24,Desktop,Data Analytics Online
A2236,177,3765,216.48,26,10,0.056,1507.00,2024-11-20,Tablet,Data Analytics Online
A2238,198,5260,205.53,13,10,0.051,1766.00,2024-11-12,Desktop,Analytics For Data
A2239,140,4404,186.01,23,6,0.043,1625.00,2024-11-09,Tablet,Analytics For Data
A2240,137,5445,237.51,20,5,0.036,1904.00,2024-11-25,Tablet,Learn Data Analytics
A2244,160,5645,195.42,25,6,0.038,1600.00,2024-11-16,Tablet,Data Analytics Online
A2247,80,4506,236.47,11,5,0.063,1953.00,2024-11-20,Desktop,Data Analytics Course
A2248,81,5843,209.54,10,9,0.111,1979.00,2024-11-09,Tablet,Data Analytics Training
A2249,102,5369,198.39,29,4,0.039,1659.00,2024-11-19,Tablet,Data Analytics Course
A2250,197,4047,202.72,15,3,0.015,1345.00,2024-05-11,Mobile,Data Analytics Online
A2251,84,4463,198.44,17,3,0.036,1110.00,2024-11-02,Mobile,Analytics For Data
A2252,119,4610,222.70,18,3,0.025,1473.00,2024-11-18,Desktop,Data Analytics Online
A2253,96,5957,225.59,27,10,0.104,1062.00,2024-11-21,Mobile,Data Analytics Online
A2254,144,5704,196.67,29,6,0.042,1573.00,2024-11-29,Mobile,Analytics For Data
A2255,148,5335,223.36,21,9,0.061,1251.00,2024-11-20,Tablet,Data Analytics Online
A2256,151,4901,224.29,27,7,0.046,1425.00,2024-11-05,Mobile,Data Analytics Training
A2257,175,5392,187.74,17,9,0.051,1015.00,2024-11-21,Tablet,Data Analytics Online
A2259,157,5451,183.89,12,10,0.064,1180.00,2024-11-29,Desktop,Data Analytics Course
A2261,85,3770,204.04,30,7,0.082,1238.00,2024-11-14,Mobile,Learn Data Analytics
A2263,152,4092,196.66,10,5,0.033,1396.00,2024-11-11,Desktop,Analytics For Data
A2264,126,3999,181.58,22,9,0.071,1145.00,2024-11-27,Mobile,Data Analytics Online
A2265,153,3354,243.13,24,6,0.039,1536.00,2024-11-10,Mobile,Data Analytics Course
A2266,98,4801,186.52,10,3,0.031,1121.00,2024-11-07,Desktop,Learn Data Analytics
A2267,145,4799,194.74,17,6,0.041,1381.00,2024-07-11,Desktop,Analytics For Data
A2268,179,3753,220.87,23,6,0.034,1966.00,2024-11-14,Tablet,Data Analytics Course
A2269,108,4698,187.19,19,10,0.093,1118.00,2024-11-15,Mobile,Data Analytics Online
A2270,191,3522,216.65,25,5,0.026,1835.00,2024-11-24,Tablet,Data Analytics Training
A2271,183,3363,212.08,10,9,0.049,1511.00,2024-07-11,Tablet,Data Analytics Online
A2272,175,5924,223.30,14,3,0.017,1505.00,2024-11-04,Mobile,Analytics For Data
A2273,97,3558,195.50,13,3,0.031,1544.00,2024-11-11,Desktop,Data Analytics Course
A2274,159,4208,236.75,13,8,0.050,1849.00,2024-11-16,Tablet,Data Analytics Training
A2275,125,3607,224.45,22,9,0.072,1392.00,2024-02-11,Tablet,Analytics For Data
A2277,110,5220,233.06,16,4,0.036,1711.00,2024-11-15,Mobile,Data Analytics Training
A2278,83,5247,231.04,27,3,0.036,1636.00,2024-11-04,Desktop,Data Analytics Online
A2279,166,5522,218.34,13,3,0.018,1235.00,2024-11-22,Desktop,Data Analytics Online
A2280,108,3682,214.43,20,3,0.028,1553.00,2024-11-27,Desktop,Learn Data Analytics
A2281,84,4549,191.96,15,7,0.083,1303.00,2024-11-13,Desktop,Data Analytics Course
A2283,195,3122,205.30,24,4,0.021,1326.00,2024-11-14,Mobile,Data Analytics Training
A2285,142,5436,237.09,14,7,0.049,1269.00,2024-11-20,Tablet,Data Analytics Online
A2286,98,5485,182.29,16,5,0.051,1518.00,2024-11-19,Desktop,Learn Data Analytics
A2289,170,5286,190.65,22,7,0.041,1110.00,2024-11-09,Desktop,Data Analytics Online
A2291,156,5125,182.15,26,10,0.064,1658.00,2024-11-16,Mobile,Data Analytics Course
A2292,91,4500,241.81,20,3,0.033,1902.00,2024-11-22,Mobile,Data Analytics Online
A2293,140,4633,228.65,15,4,0.029,1738.00,2024-11-20,Mobile,Data Analytics Online
A2295,198,3444,195.91,27,4,0.020,1317.00,2024-10-11,Desktop,Data Analytics Online
A2296,88,4253,210.50,23,8,0.091,1918.00,2024-11-11,Tablet,Data Analytics Online
A2297,130,4925,201.10,26,5,0.038,1301.00,2024-11-15,Tablet,Analytics For Data
A2298,186,3576,213.96,26,4,0.022,1689.00,2024-02-11,Tablet,Learn Data Analytics
A2299,146,5831,203.07,19,5,0.034,1216.00,2024-11-28,Mobile,Analytics For Data
A2300,199,5147,203.08,27,10,0.050,1126.00,2024-11-30,Tablet,Data Analytics Course
A2301,94,4242,208.78,14,5,0.053,1122.00,2024-11-17,Tablet,Learn Data Analytics
A2302,119,5530,205.75,25,9,0.076,1725.00,2024-11-14,Mobile,Analytics For Data
A2303,168,4614,241.24,28,9,0.054,1307.00,2024-11-01,Mobile,Data Analytics Online
A2304,117,5016,249.38,10,9,0.077,1832.00,2024-02-11,Tablet,Learn Data Analytics
A2305,156,5072,249.37,18,3,0.019,1701.00,2024-11-12,Mobile,Learn Data Analytics
A2306,151,4805,241.95,22,3,0.020,1571.00,2024-11-03,Tablet,Data Analytics Online
A2308,105,5151,188.18,14,9,0.086,1595.00,2024-11-03,Tablet,Data Analytics Online
A2309,98,4515,219.39,12,7,0.071,1805.00,2024-11-07,Desktop,Learn Data Analytics
A2310,93,4269,247.76,21,8,0.086,1543.00,2024-11-19,Tablet,Learn Data Analytics
A2312,156,4476,186.68,17,10,0.064,1372.00,2024-11-13,Tablet,Analytics For Data
A2313,166,5749,236.52,11,5,0.030,1780.00,2024-11-15,Desktop,Analytics For Data
A2314,134,5166,191.92,10,3,0.022,1526.00,2024-11-04,Mobile,Learn Data Analytics
A2315,103,3687,194.73,27,4,0.039,1347.00,2024-11-15,Tablet,Learn Data Analytics
A2316,95,4939,219.43,26,3,0.032,1785.00,2024-07-11,Mobile,Data Analytics Training
A2317,155,3180,229.63,15,8,0.052,1832.00,2024-11-15,Desktop,Data Analytics Course
A2318,184,3981,193.25,16,3,0.016,1359.00,2024-11-30,Tablet,Learn Data Analytics
A2319,186,3392,218.16,29,7,0.038,1012.00,2024-08-11,Desktop,Analytics For Data
A2320,93,3160,220.75,30,8,0.086,1472.00,2024-11-08,Desktop,Data Analytics Online
A2321,138,4699,202.54,26,9,0.065,1133.00,2024-11-25,Tablet,Data Analytics Online
A2322,96,3730,217.61,16,4,0.042,1283.00,2024-11-07,Desktop,Analytics For Data
A2323,127,5221,226.67,17,3,0.024,1384.00,2024-11-03,Tablet,Data Analytics Training
A2324,92,3299,188.58,11,9,0.098,1678.00,2024-11-27,Desktop,Data Analytics Online
A2325,156,5634,247.45,16,5,0.032,1925.00,2024-08-11,Tablet,Data Analytics Course
A2326,113,5991,211.28,16,3,0.027,1499.00,2024-11-16,Tablet,Learn Data Analytics
A2328,189,5335,181.46,27,9,0.048,1734.00,2024-08-11,Mobile,Data Analytics Online
A2329,149,4550,219.44,11,9,0.060,1659.00,2024-11-16,Tablet,Data Analytics Online
A2330,100,5805,181.27,15,4,0.040,1195.00,2024-04-11,Desktop,Learn Data Analytics
A2331,105,5156,201.01,25,10,0.095,1472.00,2024-11-11,Desktop,Analytics For Data
A2332,86,5060,249.40,15,4,0.047,1761.00,2024-11-15,Tablet,Data Analytics Online
A2333,93,5178,245.13,14,5,0.054,1080.00,2024-11-08,Mobile,Data Analytics Online
A2335,156,3218,235.69,28,6,0.038,1289.00,2024-11-16,Tablet,Data Analytics Online
A2336,124,4682,207.53,20,3,0.024,1550.00,2024-11-03,Tablet,Data Analytics Online
A2337,177,3592,205.25,29,9,0.051,1271.00,2024-11-15,Desktop,Data Analytics Training
A2339,132,3562,238.34,23,4,0.030,1033.00,2024-11-29,Tablet,Data Analytics Course
A2341,153,3953,237.56,20,6,0.039,1388.00,2024-11-26,Tablet,Learn Data Analytics
A2342,187,4891,223.99,14,8,0.043,1014.00,2024-11-26,Mobile,Data Analytics Online
A2343,155,4976,183.21,10,5,0.032,1554.00,2024-11-13,Tablet,Data Analytics Online
A2345,172,3001,210.62,14,4,0.023,1192.00,2024-11-25,Tablet,Data Analytics Online
A2346,92,5728,224.50,14,9,0.098,1876.00,2024-11-26,Tablet,Data Analytics Online
A2347,162,5103,188.15,13,9,0.056,1264.00,2024-11-28,Mobile,Analytics For Data
A2348,193,3131,198.10,22,5,0.026,1870.00,2024-11-19,Tablet,Data Analytics Course
A2350,185,4070,200.95,21,5,0.027,1503.00,2024-11-07,Mobile,Data Analytics Online
A2351,117,3350,243.68,23,5,0.043,1204.00,2024-11-14,Desktop,Analytics For Data
A2352,123,4976,244.49,14,4,0.033,1579.00,2024-11-02,Desktop,Analytics For Data
A2354,118,4390,214.04,24,8,0.068,1071.00,2024-11-18,Tablet,Analytics For Data
A2355,82,3698,229.12,30,9,0.110,1246.00,2024-11-20,Mobile,Learn Data Analytics
A2356,175,4295,195.17,18,6,0.034,1939.00,2024-11-27,Tablet,Data Analytics Online
A2357,130,3332,202.06,14,5,0.038,1184.00,2024-11-14,Desktop,Data Analytics Online
A2358,92,4082,186.29,25,5,0.054,1046.00,2024-11-24,Tablet,Data Analytics Online
A2359,159,4464,204.86,27,3,0.019,1963.00,2024-11-20,Tablet,Analytics For Data
A2360,193,5263,240.50,18,6,0.031,1670.00,2024-11-21,Tablet,Data Analytics Online
A2361,98,4371,246.23,25,7,0.071,1114.00,2024-11-14,Tablet,Analytics For Data
A2362,176,3657,209.44,19,3,0.017,1171.00,2024-11-07,Desktop,Data Analytics Online
A2363,182,5833,243.72,20,5,0.027,1206.00,2024-11-14,Desktop,Data Analytics Course
A2364,85,3077,200.16,11,10,0.118,1876.00,2024-11-23,Mobile,Analytics For Data
A2365,98,3646,239.05,14,6,0.061,1586.00,2024-11-14,Desktop,Data Analytics Course
A2366,160,3139,230.55,28,5,0.031,1449.00,2024-11-15,Desktop,Analytics For Data
A2367,179,4005,232.47,16,10,0.056,1553.00,2024-11-24,Desktop,Analytics For Data
A2369,195,3876,187.59,28,3,0.015,1828.00,2024-11-21,Mobile,Data Analytics Course
A2371,92,5550,226.38,28,8,0.087,1322.00,2024-11-21,Tablet,Learn Data Analytics
A2372,90,3526,211.39,10,3,0.033,1395.00,2024-11-20,Desktop,Data Analytics Online
A2374,82,4132,247.13,11,6,0.073,1091.00,2024-11-12,Tablet,Data Analytics Training
A2375,151,5826,226.53,16,8,0.053,1511.00,2024-11-25,Desktop,Learn Data Analytics
A2376,162,5997,240.29,20,5,0.031,1144.00,2024-11-24,Mobile,Data Analytics Online
A2377,197,4541,243.81,19,9,0.046,1701.00,2024-11-11,Desktop,Data Analytics Training
A2378,133,4642,184.52,22,4,0.030,1074.00,2024-11-14,Desktop,Data Analytics Online
A2379,194,5509,235.45,18,5,0.026,1025.00,2024-11-12,Tablet,Data Analytics Online
A2380,169,3647,194.12,12,6,0.036,1697.00,2024-11-22,Desktop,Learn Data Analytics
A2381,149,5209,183.91,18,10,0.067,1799.00,2024-11-29,Desktop,Learn Data Analytics
A2382,124,5980,200.65,25,4,0.032,1768.00,2024-11-04,Desktop,Learn Data Analytics
A2383,170,5443,235.99,23,5,0.029,1314.00,2024-11-21,Mobile,Analytics For Data
A2384,127,5326,226.11,18,10,0.079,1040.00,2024-11-21,Mobile,Data Analytics Online
A2385,114,5565,210.04,16,4,0.035,1800.00,2024-11-07,Desktop,Data Analytics Training
A2386,154,3312,203.23,16,5,0.032,1977.00,2024-11-04,Desktop,Data Analytics Training
A2388,126,3570,214.78,28,9,0.071,1078.00,2024-12-11,Tablet,Data Analytics Training
A2390,125,5736,197.28,30,5,0.040,1265.00,2024-11-18,Mobile,Analytics For Data
A2391,197,5921,214.97,18,6,0.030,1975.00,2024-11-14,Desktop,Learn Data Analytics
A2392,98,3687,206.70,12,10,0.102,1640.00,2024-11-07,Mobile,Data Analytics Online
A2393,164,5334,203.91,18,6,0.037,1128.00,2024-11-18,Desktop,Data Analytics Course
A2394,111,4647,247.00,15,4,0.036,1601.00,2024-11-29,Desktop,Learn Data Analytics
A2395,191,3485,212.43,10,7,0.037,1813.00,2024-11-28,Mobile,Analytics For Data
A2396,149,5720,211.54,14,5,0.034,1612.00,2024-11-29,Desktop,Data Analytics Course
A2397,183,3540,222.14,15,3,0.016,1248.00,2024-11-11,Mobile,Learn Data Analytics
A2399,170,3024,234.76,11,10,0.059,1941.00,2024-06-11,Mobile,Learn Data Analytics
A2400,174,4334,186.29,12,4,0.023,1457.00,2024-11-22,Mobile,Analytics For Data
A2401,91,4038,197.15,23,6,0.066,1000.00,2024-11-29,Mobile,Data Analytics Online
A2402,197,4347,215.20,20,6,0.030,1204.00,2024-11-26,Desktop,Data Analytics Online
A2404,152,4182,233.45,19,5,0.033,1719.00,2024-11-13,Mobile,Data Analytics Course
A2405,189,4809,225.32,27,10,0.053,1324.00,2024-11-18,Mobile,Analytics For Data
A2407,159,3401,222.71,18,3,0.019,1849.00,2024-11-05,Desktop,Data Analytics Online
A2408,175,5561,231.96,20,8,0.046,1174.00,2024-11-14,Mobile,Data Analytics Course
A2410,82,4898,215.11,25,8,0.098,1776.00,2024-09-11,Tablet,Analytics For Data
A2412,85,5954,201.88,18,6,0.071,1526.00,2024-11-27,Tablet,Analytics For Data
A2413,128,3487,236.19,25,6,0.047,1961.00,2024-02-11,Tablet,Data Analytics Course
A2414,153,3808,189.61,19,8,0.052,1246.00,2024-02-11,Tablet,Data Analytics Course
A2415,192,5720,243.11,30,9,0.047,1555.00,2024-11-02,Mobile,Data Analytics Online
A2416,148,4721,189.48,26,8,0.054,1176.00,2024-11-01,Mobile,Data Analytics Online
A2417,153,4768,214.39,25,5,0.033,1837.00,2024-11-26,Tablet,Data Analytics Online
A2420,146,5173,234.26,20,7,0.048,1089.00,2024-11-28,Mobile,Data Analytics Online
A2421,81,4808,189.19,17,9,0.111,1759.00,2024-11-25,Desktop,Data Analytics Online
A2423,90,5319,208.19,13,7,0.078,1719.00,2024-11-26,Tablet,Data Analytics Training
A2424,155,4532,203.44,19,8,0.052,1709.00,2024-11-17,Desktop,Learn Data Analytics
A2425,125,3458,180.49,19,3,0.024,1754.00,2024-11-09,Tablet,Data Analytics Online
A2427,82,3052,211.11,12,3,0.037,1917.00,2024-11-06,Desktop,Learn Data Analytics
A2428,198,5718,194.37,13,8,0.040,1118.00,2024-11-16,Tablet,Data Analytics Training
A2429,115,4762,241.63,20,8,0.070,1555.00,2024-03-11,Desktop,Data Analytics Course
A2430,158,4953,243.07,20,8,0.051,1955.00,2024-11-04,Tablet,Learn Data Analytics
A2431,102,3784,219.45,13,9,0.088,1967.00,2024-11-20,Desktop,Data Analytics Course
A2433,198,5860,185.25,24,9,0.045,1950.00,2024-11-01,Tablet,Data Analytics Training
A2434,174,4169,189.36,23,8,0.046,1110.00,2024-11-14,Tablet,Data Analytics Course
A2437,147,5793,240.32,25,5,0.034,1645.00,2024-11-27,Tablet,Data Analytics Course
A2439,194,4297,237.87,22,3,0.015,1739.00,2024-11-29,Desktop,Data Analytics Course
A2440,112,3961,214.45,13,7,0.063,1594.00,2024-11-17,Desktop,Analytics For Data
A2441,88,5063,195.20,22,3,0.034,1460.00,2024-11-20,Mobile,Analytics For Data
A2442,172,5635,200.16,21,7,0.041,1727.00,2024-11-14,Mobile,Data Analytics Online
A2443,81,4404,239.62,11,4,0.049,1814.00,2024-11-21,Mobile,Data Analytics Course
A2444,142,4312,213.54,21,7,0.049,1666.00,2024-11-20,Desktop,Learn Data Analytics
A2445,111,3302,193.18,30,10,0.090,1783.00,2024-11-19,Mobile,Analytics For Data
